epochs,losses
0.0,2.119255781173706
0.0625,1.7322890758514404
0.125,1.1007139682769775
0.1875,0.8525944948196411
0.25,0.7012512683868408
0.3125,0.6100740432739258
0.375,0.4727671146392822
0.4375,0.4254956841468811
0.5,0.42210549116134644
0.5625,0.42701074481010437
0.625,0.342727392911911
0.6875,0.3226197361946106
0.75,0.35254430770874023
0.8125,0.3689531087875366
0.875,0.3687303960323334
0.9375,0.3131611943244934
1.0,0.3088548183441162
1.0625,0.2912244200706482
1.125,0.29104599356651306
1.1875,0.2632310390472412
1.25,0.2854185998439789
1.3125,0.26312118768692017
1.375,0.23028819262981415
1.4375,0.28455862402915955
1.5,0.29380011558532715
1.5625,0.22739456593990326
1.625,0.2177477777004242
1.6875,0.2561193108558655
1.75,0.27936774492263794
1.8125,0.2276921272277832
1.875,0.27726224064826965
1.9375,0.25948381423950195
2.0,0.24998602271080017
2.0625,0.1908411681652069
2.125,0.2331288456916809
2.1875,0.25577884912490845
2.25,0.2421659529209137
2.3125,0.2793208658695221
2.375,0.16433566808700562
2.4375,0.20501390099525452
2.5,0.24216404557228088
2.5625,0.276030033826828
2.625,0.23654954135417938
2.6875,0.16999058425426483
2.75,0.3177807629108429
2.8125,0.23842701315879822
2.875,0.22042381763458252
2.9375,0.2544960379600525
3.0,0.21257667243480682
3.0625,0.22334709763526917
3.125,0.15791767835617065
3.1875,0.23133818805217743
3.25,0.19394551217556
3.3125,0.18600736558437347
3.375,0.18270371854305267
3.4375,0.20794007182121277
3.5,0.200365349650383
3.5625,0.2299545705318451
3.625,0.27010318636894226
3.6875,0.22312387824058533
3.75,0.1993803083896637
3.8125,0.21749266982078552
3.875,0.20495012402534485
3.9375,0.1819724142551422
4.0,0.24422280490398407
4.0625,0.1702696532011032
4.125,0.1675107330083847
4.1875,0.2478007972240448
4.25,0.21259915828704834
4.3125,0.16808848083019257
4.375,0.1930873692035675
4.4375,0.19553904235363007
4.5,0.19262629747390747
4.5625,0.18980801105499268
4.625,0.1797272264957428
4.6875,0.2005496472120285
4.75,0.20626384019851685
4.8125,0.20287971198558807
4.875,0.21310162544250488
4.9375,0.28002938628196716
5.0,0.2083120048046112
5.0625,0.18287143111228943
5.125,0.2055792659521103
5.1875,0.2033890336751938
5.25,0.16502618789672852
5.3125,0.1717492789030075
5.375,0.16556638479232788
5.4375,0.19407185912132263
5.5,0.15449830889701843
5.5625,0.22598129510879517
5.625,0.19310522079467773
5.6875,0.1478632688522339
5.75,0.18331466615200043
5.8125,0.1809844970703125
5.875,0.18434391915798187
5.9375,0.166198268532753
6.0,0.16843633353710175
6.0625,0.16050298511981964
6.125,0.15181338787078857
6.1875,0.19355523586273193
6.25,0.1267191469669342
6.3125,0.16167496144771576
6.375,0.17450860142707825
6.4375,0.1428329199552536
6.5,0.17411111295223236
6.5625,0.13391408324241638
6.625,0.16807663440704346
6.6875,0.200059175491333
6.75,0.15517966449260712
6.8125,0.16346631944179535
6.875,0.17213933169841766
6.9375,0.19342385232448578
7.0,0.12701091170310974
7.0625,0.17280590534210205
7.125,0.16104072332382202
7.1875,0.1696864664554596
7.25,0.19863741099834442
7.3125,0.1460874378681183
7.375,0.19117030501365662
7.4375,0.1638183891773224
7.5,0.1100919246673584
7.5625,0.17168357968330383
7.625,0.15292954444885254
7.6875,0.16295765340328217
7.75,0.21312133967876434
7.8125,0.22663521766662598
7.875,0.17162424325942993
7.9375,0.21569788455963135
8.0,0.19733886420726776
8.0625,0.16393347084522247
8.125,0.18822114169597626
8.1875,0.11693684756755829
8.25,0.14748898148536682
8.3125,0.14779767394065857
8.375,0.11627691984176636
8.4375,0.13638871908187866
8.5,0.12205260992050171
8.5625,0.1600331962108612
8.625,0.12567958235740662
8.6875,0.13028299808502197
8.75,0.15665464103221893
8.8125,0.14719894528388977
8.875,0.1618451178073883
8.9375,0.17130951583385468
9.0,0.14748162031173706
9.0625,0.1756337583065033
9.125,0.17208310961723328
9.1875,0.15836885571479797
9.25,0.15536150336265564
9.3125,0.16423779726028442
9.375,0.1784462332725525
9.4375,0.12155678123235703
9.5,0.16326820850372314
9.5625,0.16942289471626282
9.625,0.1502143144607544
9.6875,0.132081538438797
9.75,0.15149521827697754
9.8125,0.1620602309703827
9.875,0.21277466416358948
9.9375,0.2229006439447403
10.0,0.18659286201000214
10.0625,0.1700625866651535
10.125,0.18947133421897888
10.1875,0.17642834782600403
10.25,0.17996935546398163
10.3125,0.19279806315898895
10.375,0.15137073397636414
10.4375,0.17654043436050415
10.5,0.12413867563009262
10.5625,0.1410849243402481
10.625,0.12954646348953247
10.6875,0.15917135775089264
10.75,0.1257205605506897
10.8125,0.21219691634178162
10.875,0.15088671445846558
10.9375,0.14410699903964996
11.0,0.17614492774009705
11.0625,0.12594354152679443
11.125,0.16018733382225037
11.1875,0.14217041432857513
11.25,0.20898573100566864
11.3125,0.12229503691196442
11.375,0.167062908411026
11.4375,0.14616702497005463
11.5,0.14752653241157532
