epochs,losses
0.0,1.6768534183502197
0.0625,1.4965394735336304
0.125,1.056757926940918
0.1875,0.9412359595298767
0.25,0.919224739074707
0.3125,0.901401698589325
0.375,0.8901419043540955
0.4375,0.8886661529541016
0.5,0.8678123354911804
0.5625,0.8573604822158813
0.625,0.8323959112167358
0.6875,0.8408006429672241
0.75,0.8154827952384949
0.8125,0.7966656684875488
0.875,0.7861945033073425
0.9375,0.788429856300354
1.0,0.774757981300354
1.0625,0.7651877403259277
1.125,0.7480807304382324
1.1875,0.723526120185852
1.25,0.7646092772483826
1.3125,0.7552223205566406
1.375,0.7207931280136108
1.4375,0.6985816955566406
1.5,0.7096140384674072
1.5625,0.7137570381164551
1.625,0.7047011256217957
1.6875,0.6901084780693054
1.75,0.6774351000785828
1.8125,0.7083934545516968
1.875,0.6830651760101318
1.9375,0.6682631373405457
2.0,0.67406165599823
2.0625,0.6476030349731445
2.125,0.6606069803237915
2.1875,0.6530266404151917
2.25,0.6675994396209717
2.3125,0.6669902801513672
2.375,0.6490868926048279
2.4375,0.6720156669616699
2.5,0.6266987323760986
2.5625,0.6656873226165771
2.625,0.63228440284729
2.6875,0.6365718245506287
2.75,0.6410864591598511
2.8125,0.6382071375846863
2.875,0.620868980884552
2.9375,0.6478431224822998
3.0,0.6115260124206543
3.0625,0.6002548336982727
3.125,0.6280570030212402
3.1875,0.6252302527427673
3.25,0.6342784762382507
3.3125,0.6061822772026062
3.375,0.6146042346954346
3.4375,0.6136511564254761
3.5,0.6175020337104797
3.5625,0.6114417314529419
3.625,0.6061471700668335
3.6875,0.6127233505249023
3.75,0.594933032989502
3.8125,0.6414787173271179
3.875,0.611078143119812
3.9375,0.6153572201728821
4.0,0.5959397554397583
4.0625,0.6280655264854431
4.125,0.6081172227859497
4.1875,0.5807395577430725
4.25,0.6133967041969299
4.3125,0.6074022054672241
4.375,0.5832395553588867
4.4375,0.5903415679931641
4.5,0.6362394690513611
4.5625,0.5928059816360474
4.625,0.6165143847465515
4.6875,0.6013954877853394
4.75,0.5893439054489136
4.8125,0.6120799779891968
4.875,0.5907191634178162
4.9375,0.58497154712677
5.0,0.5949231386184692
5.0625,0.6079753041267395
5.125,0.6031004190444946
5.1875,0.6042889952659607
5.25,0.5948151350021362
5.3125,0.6057754755020142
5.375,0.6078577041625977
5.4375,0.591709554195404
5.5,0.6072348952293396
5.5625,0.6146450638771057
5.625,0.5753957629203796
5.6875,0.5994157195091248
5.75,0.620665967464447
5.8125,0.6284708976745605
5.875,0.6078445911407471
5.9375,0.6061564683914185
6.0,0.5946896076202393
6.0625,0.5937639474868774
6.125,0.5788581371307373
6.1875,0.5925326347351074
6.25,0.5946165323257446
6.3125,0.5846356153488159
6.375,0.5820939540863037
6.4375,0.6192846298217773
6.5,0.5847753882408142
6.5625,0.5975176095962524
6.625,0.6081418395042419
6.6875,0.5951269865036011
6.75,0.6080833673477173
6.8125,0.5974556803703308
6.875,0.6163466572761536
6.9375,0.6185915470123291
7.0,0.6043941974639893
7.0625,0.5905081033706665
7.125,0.5909516215324402
7.1875,0.5786995887756348
7.25,0.5767907500267029
7.3125,0.595390796661377
7.375,0.580428957939148
7.4375,0.5983052849769592
7.5,0.5876162648200989
7.5625,0.5889098048210144
7.625,0.5818196535110474
7.6875,0.5720879435539246
7.75,0.5942050814628601
7.8125,0.5801523923873901
7.875,0.5790720582008362
7.9375,0.5904671549797058
8.0,0.6017305850982666
8.0625,0.5812338590621948
8.125,0.6086652278900146
8.1875,0.5905312299728394
8.25,0.5978673696517944
8.3125,0.5864498019218445
8.375,0.5920000076293945
8.4375,0.6035841703414917
8.5,0.5988845825195312
8.5625,0.5938643217086792
8.625,0.5798259377479553
8.6875,0.5957142114639282
8.75,0.5628868341445923
8.8125,0.5877687931060791
8.875,0.5807236433029175
8.9375,0.5741933584213257
9.0,0.5885268449783325
9.0625,0.5902130007743835
9.125,0.5776083469390869
9.1875,0.5871028304100037
9.25,0.5814030170440674
9.3125,0.5829786658287048
9.375,0.5800747275352478
9.4375,0.5701839327812195
9.5,0.566405713558197
9.5625,0.5884949564933777
9.625,0.5786370635032654
9.6875,0.5847597122192383
9.75,0.5743443965911865
9.8125,0.5652313828468323
9.875,0.5630094408988953
9.9375,0.5651226043701172
