epochs,losses
0.0,0.9867172241210938
0.0625,0.9548271894454956
0.125,0.9368404150009155
0.1875,0.9221064448356628
0.25,0.8671808242797852
0.3125,0.8445038199424744
0.375,0.8274121284484863
0.4375,0.8004775047302246
0.5,0.7904555201530457
0.5625,0.7637573480606079
0.625,0.6970025897026062
0.6875,0.6976563334465027
0.75,0.6730119585990906
0.8125,0.6495365500450134
0.875,0.6671513319015503
0.9375,0.6413945555686951
1.0,0.6142458915710449
1.0625,0.6105821132659912
1.125,0.5721149444580078
1.1875,0.6446320414543152
1.25,0.5429177284240723
1.3125,0.5902389883995056
1.375,0.553409993648529
1.4375,0.5637911558151245
1.5,0.5180466771125793
1.5625,0.5329509973526001
1.625,0.5276888608932495
1.6875,0.5642891526222229
1.75,0.5464953780174255
1.8125,0.5092061758041382
1.875,0.5146875381469727
1.9375,0.5435037016868591
2.0,0.5296029448509216
2.0625,0.5022157430648804
2.125,0.4814702272415161
2.1875,0.5210251808166504
2.25,0.5207825899124146
2.3125,0.49087199568748474
2.375,0.4710330367088318
2.4375,0.5086038708686829
2.5,0.48939675092697144
2.5625,0.5152806043624878
2.625,0.4652370810508728
2.6875,0.5169095396995544
2.75,0.5256028175354004
2.8125,0.5141733884811401
2.875,0.48009032011032104
2.9375,0.5458378791809082
3.0,0.4794895052909851
3.0625,0.45859479904174805
3.125,0.5299403667449951
3.1875,0.5069236159324646
3.25,0.5110745429992676
3.3125,0.4552380442619324
3.375,0.5112633109092712
3.4375,0.48051708936691284
3.5,0.5481982231140137
3.5625,0.4482455253601074
3.625,0.5060625076293945
3.6875,0.4876781404018402
3.75,0.5633771419525146
3.8125,0.49348410964012146
3.875,0.5046889185905457
3.9375,0.49318069219589233
4.0,0.4527464807033539
4.0625,0.5084786415100098
4.125,0.5120958685874939
4.1875,0.4620123505592346
4.25,0.4903995990753174
4.3125,0.5051087141036987
4.375,0.5056115388870239
4.4375,0.46192559599876404
4.5,0.4603012502193451
4.5625,0.4849250316619873
4.625,0.42808765172958374
4.6875,0.4950990676879883
4.75,0.4939003884792328
4.8125,0.4991692900657654
4.875,0.48154041171073914
4.9375,0.4931561350822449
5.0,0.48130178451538086
5.0625,0.4757384657859802
5.125,0.510012686252594
5.1875,0.507027268409729
5.25,0.4889969229698181
5.3125,0.49230027198791504
5.375,0.49059638381004333
5.4375,0.4947556257247925
5.5,0.46008285880088806
5.5625,0.5140596628189087
5.625,0.4934542775154114
5.6875,0.48584866523742676
5.75,0.506623387336731
5.8125,0.4609214663505554
5.875,0.4772033095359802
5.9375,0.45632293820381165
6.0,0.4502248167991638
6.0625,0.5304399728775024
6.125,0.47684723138809204
6.1875,0.5196492671966553
6.25,0.4975215792655945
6.3125,0.5048890709877014
6.375,0.494612455368042
6.4375,0.4934041202068329
6.5,0.5361120700836182
6.5625,0.49580836296081543
6.625,0.4829300045967102
6.6875,0.4714621305465698
6.75,0.4808152914047241
6.8125,0.4827882945537567
6.875,0.5057656764984131
6.9375,0.4642491638660431
7.0,0.5152653455734253
7.0625,0.544682502746582
7.125,0.48542189598083496
7.1875,0.4442001283168793
7.25,0.49633702635765076
7.3125,0.48232150077819824
7.375,0.5370875000953674
7.4375,0.5311888456344604
7.5,0.4688342213630676
7.5625,0.47638139128685
7.625,0.4766315221786499
7.6875,0.4660700559616089
7.75,0.5279344320297241
7.8125,0.46891769766807556
7.875,0.44842538237571716
7.9375,0.48601463437080383
8.0,0.47450751066207886
8.0625,0.47457754611968994
8.125,0.5000228881835938
8.1875,0.5026721954345703
8.25,0.4867534637451172
8.3125,0.4543478488922119
8.375,0.4766663908958435
8.4375,0.4770154356956482
8.5,0.5026097297668457
8.5625,0.45349615812301636
8.625,0.4941771924495697
8.6875,0.45918703079223633
8.75,0.481003999710083
8.8125,0.4654953181743622
8.875,0.4935545325279236
8.9375,0.5195778608322144
9.0,0.4689093828201294
9.0625,0.4641776978969574
9.125,0.48298880457878113
9.1875,0.5260505080223083
9.25,0.4684081971645355
9.3125,0.47142645716667175
9.375,0.469682514667511
9.4375,0.4473721385002136
9.5,0.5064963102340698
9.5625,0.4944297969341278
9.625,0.44251513481140137
9.6875,0.4920625388622284
9.75,0.5109344720840454
9.8125,0.4924509525299072
9.875,0.5188019275665283
9.9375,0.504651665687561
