epochs,losses
0.0,0.9979825019836426
0.0625,0.9853285551071167
0.125,0.9719972014427185
0.1875,0.9579198360443115
0.25,0.9390665292739868
0.3125,0.9344744682312012
0.375,0.9245993494987488
0.4375,0.893883228302002
0.5,0.8901958465576172
0.5625,0.8843990564346313
0.625,0.8609633445739746
0.6875,0.8645164370536804
0.75,0.8394274711608887
0.8125,0.8186704516410828
0.875,0.8091720938682556
0.9375,0.7704814076423645
1.0,0.7916477918624878
1.0625,0.7571083307266235
1.125,0.7573744058609009
1.1875,0.7350915670394897
1.25,0.731677234172821
1.3125,0.7426676154136658
1.375,0.7280886173248291
1.4375,0.6937257051467896
1.5,0.6600052118301392
1.5625,0.6883956789970398
1.625,0.7020320892333984
1.6875,0.6741832494735718
1.75,0.6491231918334961
1.8125,0.6477484703063965
1.875,0.6444292068481445
1.9375,0.6189364194869995
2.0,0.619882345199585
2.0625,0.6179670095443726
2.125,0.6231057643890381
2.1875,0.5795804262161255
2.25,0.6342741847038269
2.3125,0.5942371487617493
2.375,0.5596146583557129
2.4375,0.5476175546646118
2.5,0.5270748138427734
2.5625,0.5533883571624756
2.625,0.5781258940696716
2.6875,0.581575334072113
2.75,0.5163835883140564
2.8125,0.5506634712219238
2.875,0.5191402435302734
2.9375,0.5553842186927795
3.0,0.5746827125549316
3.0625,0.5868180990219116
3.125,0.6026779413223267
3.1875,0.5649397969245911
3.25,0.5379565954208374
3.3125,0.5527404546737671
3.375,0.5270024538040161
3.4375,0.4953930079936981
3.5,0.5294523239135742
3.5625,0.5290939807891846
3.625,0.5226953029632568
3.6875,0.5155298709869385
3.75,0.5273494720458984
3.8125,0.516701877117157
3.875,0.5047605633735657
3.9375,0.538657009601593
4.0,0.5118643045425415
4.0625,0.5152897834777832
4.125,0.5317947864532471
4.1875,0.5113903284072876
4.25,0.535014271736145
4.3125,0.47963881492614746
4.375,0.5353918075561523
4.4375,0.49851274490356445
4.5,0.4735742509365082
4.5625,0.4635455012321472
4.625,0.4914919137954712
4.6875,0.49884283542633057
4.75,0.47111019492149353
4.8125,0.5056332349777222
4.875,0.5300183296203613
4.9375,0.4756167232990265
5.0,0.48684900999069214
5.0625,0.5165687799453735
5.125,0.5296128988265991
5.1875,0.48952001333236694
5.25,0.4647652804851532
5.3125,0.518781304359436
5.375,0.5066248774528503
5.4375,0.4794853627681732
5.5,0.49532994627952576
5.5625,0.5256410241127014
5.625,0.4849189221858978
5.6875,0.5016049146652222
5.75,0.46579474210739136
5.8125,0.4716464877128601
5.875,0.49201738834381104
5.9375,0.496059775352478
6.0,0.47779595851898193
6.0625,0.49431490898132324
6.125,0.4844765067100525
6.1875,0.5163456797599792
6.25,0.5084152221679688
6.3125,0.4635791778564453
6.375,0.5182554125785828
6.4375,0.5138263702392578
6.5,0.4712231755256653
6.5625,0.5218549966812134
6.625,0.48058173060417175
6.6875,0.5108033418655396
6.75,0.5071877837181091
6.8125,0.47449398040771484
6.875,0.4733702540397644
6.9375,0.47706007957458496
7.0,0.48683425784111023
7.0625,0.5227822065353394
7.125,0.5034596920013428
7.1875,0.4847865104675293
7.25,0.4805252254009247
7.3125,0.4972829222679138
7.375,0.4892518222332001
7.4375,0.48272705078125
7.5,0.5283548831939697
7.5625,0.5041026473045349
7.625,0.46922048926353455
7.6875,0.5026038885116577
7.75,0.5036996603012085
7.8125,0.5010021924972534
7.875,0.5126752853393555
7.9375,0.5275800824165344
8.0,0.507280170917511
8.0625,0.4831991195678711
8.125,0.4744253158569336
8.1875,0.502616286277771
8.25,0.4781145453453064
8.3125,0.4535757899284363
8.375,0.483076274394989
8.4375,0.46198147535324097
8.5,0.5005723834037781
8.5625,0.48181724548339844
8.625,0.4956308603286743
8.6875,0.4917736053466797
8.75,0.49177321791648865
8.8125,0.482538640499115
8.875,0.4605346918106079
8.9375,0.48272037506103516
9.0,0.5371896624565125
9.0625,0.5098828673362732
9.125,0.4974919259548187
9.1875,0.5112088322639465
9.25,0.4681059718132019
9.3125,0.5010590553283691
9.375,0.46680957078933716
9.4375,0.46424633264541626
9.5,0.4559512138366699
9.5625,0.5120258331298828
9.625,0.455059289932251
9.6875,0.49245166778564453
9.75,0.46841222047805786
9.8125,0.4752781391143799
9.875,0.5116851329803467
9.9375,0.515108048915863
